Home_club,Away_club,Stadium,Tournament,Match_date,Match_time,Match fixed,Ticket only discount,Cat 1 quantitiy,Cat 1 price,Cat 2 quantity,Cat 2 price,Cat 3 quantity,Cat 3 price,Cat 4 quantity,Cat 4 price,Hotel price,Package,Description_English,available_before_days,id
Chelsea,Everton,Stamford Bridge,Premier League,18-3-2023,15:00,0,0,8,195,8,175,,,,,,0,"We offer tickets Chelsea vs. Everton at Stamford Bridge. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,110
Chelsea,Aston Villa,Stamford Bridge,Premier League,1-4-2023,15:00,0,0,8,185,8,165,,,,,,0,"We offer tickets Chelsea vs. Aston Villa at Stamford Bridge. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,111
Chelsea,Brighton & Hove Albion,Stamford Bridge,Premier League,15-4-2023,15:00,0,0,8,185,8,165,,,,,,0,"We offer tickets Chelsea vs. Brighton & Hove Albion at Stamford Bridge. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,112
Chelsea,Brentford,Stamford Bridge,Premier League,26-4-2023,19:45,0,0,8,235,8,195,,,,,,0,"We offer tickets Chelsea vs. Brentford at Stamford Bridge. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,113
Chelsea,Nottingham Forest,Stamford Bridge,Premier League,13-5-2023,15:00,0,0,8,275,8,225,,,,,,0,"We offer tickets Chelsea vs. Nottingham Forest at Stamford Bridge. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,114
Chelsea,Newcastle United,Stamford Bridge,Premier League,28-5-2023,16:00,0,0,8,345,8,295,,,,,,0,"We offer tickets Chelsea vs. Newcastle United at Stamford Bridge. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,115
Crystal Palace,Arsenal,Selhurst Park,Premier League,5-8-2022,20:00,1,0,1,225,1,185,,,,,,0,"We offer tickets Crystal Palace vs. Arsenal at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,116
Crystal Palace,Aston Villa,Selhurst Park,Premier League,20-8-2022,15:00,1,0,8,85,8,75,,,,,,0,"We offer tickets Crystal Palace vs. Aston Villa at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,117
Crystal Palace,Brentford,Selhurst Park,Premier League,30-8-2022,19:30,1,0,8,85,8,75,,,,,,0,"We offer tickets Crystal Palace vs. Brentford at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,118
Crystal Palace,Manchester United,Selhurst Park,Premier League,11-9-2022,16:30,1,0,8,395,8,335,,,,,,0,"We offer tickets Crystal Palace vs. Manchester United at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,119
Crystal Palace,Chelsea,Selhurst Park,Premier League,1-10-2022,15:00,1,0,2,65,2,55,,,,,,0,"We offer tickets Crystal Palace vs. Chelsea at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,120
Crystal Palace,Leeds United,Selhurst Park,Premier League,9-10-2022,14:00,1,0,8,115,8,95,,,,,,0,"We offer tickets Crystal Palace vs. Leeds United at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,121
Crystal Palace,Wolverhampton Wanderers,Selhurst Park,Premier League,18-10-2022,20:15,1,0,8,95,8,85,,,,,,0,"We offer tickets Crystal Palace vs. Wolverhampton Wanderers at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,122
Crystal Palace,Southampton,Selhurst Park,Premier League,29-10-2022,15:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Crystal Palace vs. Southampton at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,123
Crystal Palace,Fulham,Selhurst Park,Premier League,26-12-2022,15:00,1,0,8,125,8,115,,,,,,0,"We offer tickets Crystal Palace vs. Fulham at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,124
Crystal Palace,Tottenham Hotspur,Selhurst Park,Premier League,4-1-2023,20:00,1,0,8,135,8,125,,,,,,0,"We offer tickets Crystal Palace vs. Tottenham Hotspur at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,125
Crystal Palace,Newcastle United,Selhurst Park,Premier League,21-1-2023,17:30,1,0,8,125,8,95,,,,,,0,"We offer tickets Crystal Palace vs. Newcastle United at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,126
Crystal Palace,Brighton & Hove Albion,Selhurst Park,Premier League,11-2-2023,15:00,0,0,8,125,8,95,,,,,,0,"We offer tickets Crystal Palace vs. Brighton & Hove Albion at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,127
Crystal Palace,Liverpool,Selhurst Park,Premier League,25-2-2023,15:00,0,0,8,195,8,165,,,,,,0,"We offer tickets Crystal Palace vs. Liverpool at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,128
Crystal Palace,Manchester City,Selhurst Park,Premier League,11-3-2023,15:00,0,0,8,155,8,135,,,,,,0,"We offer tickets Crystal Palace vs. Manchester City at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,129
Crystal Palace,Leicester City,Selhurst Park,Premier League,1-4-2023,15:00,0,0,8,115,8,95,,,,,,0,"We offer tickets Crystal Palace vs. Leicester City at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,130
Crystal Palace,Everton,Selhurst Park,Premier League,22-4-2023,15:00,0,0,8,115,8,95,,,,,,0,"We offer tickets Crystal Palace vs. Everton at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,131
Crystal Palace,West Ham United,Selhurst Park,Premier League,29-4-2023,15:00,0,0,8,145,8,125,,,,,,0,"We offer tickets Crystal Palace vs. West Ham United at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,132
Crystal Palace,AFC Bournemouth,Selhurst Park,Premier League,13-5-2023,15:00,0,0,8,135,8,115,,,,,,0,"We offer tickets Crystal Palace vs. AFC Bournemouth at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,133
Crystal Palace,Nottingham Forest,Selhurst Park,Premier League,28-5-2023,16:00,0,0,8,195,8,175,,,,,,0,"We offer tickets Crystal Palace vs. Nottingham Forest at Selhurst Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,134
Everton,Chelsea,Goodison Park,Premier League,6-8-2022,17:30,1,0,8,0,8,0,,,,,,0,"We offer tickets Everton vs. Chelsea at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,135
Everton,Nottingham Forest,Goodison Park,Premier League,20-8-2022,15:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Everton vs. Nottingham Forest at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,136
Everton,Liverpool,Goodison Park,Premier League,3-9-2022,12:30,1,0,8,0,8,175,,,,,,0,"We offer tickets Everton vs. Liverpool at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,137
Everton,West Ham United,Goodison Park,Premier League,18-9-2022,14:00,1,0,8,165,8,125,,,,,,0,"We offer tickets Everton vs. West Ham United at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,138
Everton,Manchester United,Goodison Park,Premier League,9-10-2022,19:00,1,0,8,275,8,225,,,,,,0,"We offer tickets Everton vs. Manchester United at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,139
Everton,Crystal Palace,Goodison Park,Premier League,22-10-2022,15:00,1,0,8,245,8,195,,,,,,0,"We offer tickets Everton vs. Crystal Palace at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,140
Everton,Leicester City,Goodison Park,Premier League,5-11-2022,17:30,1,0,8,0,8,0,,,,,,0,"We offer tickets Everton vs. Leicester City at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,141
Everton,Wolverhampton Wanderers,Goodison Park,Premier League,26-12-2022,15:00,1,0,8,115,8,95,,,,,,0,"We offer tickets Everton vs. Wolverhampton Wanderers at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,142
Everton,Brighton & Hove Albion,Goodison Park,Premier League,3-1-2023,19:45,1,0,8,115,8,95,,,,,,0,"We offer tickets Everton vs. Brighton & Hove Albion at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,143
Everton,Southampton,Goodison Park,Premier League,14-1-2023,15:00,1,0,8,115,8,95,,,,,,0,"We offer tickets Everton vs. Southampton at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,144
Everton,Arsenal,Goodison Park,Premier League,4-2-2023,15:00,0,0,8,165,8,145,,,,,,0,"We offer tickets Everton vs. Arsenal at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,145
Everton,Leeds United,Goodison Park,Premier League,18-2-2023,15:00,0,0,8,115,8,95,,,,,,0,"We offer tickets Everton vs. Leeds United at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,146
Everton,Aston Villa,Goodison Park,Premier League,25-2-2023,15:00,0,0,8,115,8,95,,,,,,0,"We offer tickets Everton vs. Aston Villa at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,147
Everton,Brentford,Goodison Park,Premier League,11-3-2023,15:00,0,0,8,115,8,95,,,,,,0,"We offer tickets Everton vs. Brentford at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,148
Everton,Tottenham Hotspur,Goodison Park,Premier League,1-4-2023,15:00,0,0,8,155,8,135,,,,,,0,"We offer tickets Everton vs. Tottenham Hotspur at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,149
Everton,Fulham,Goodison Park,Premier League,15-4-2023,15:00,0,0,8,115,8,95,,,,,,0,"We offer tickets Everton vs. Fulham at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,150
Everton,Newcastle United,Goodison Park,Premier League,25-4-2023,19:45,0,0,8,135,8,115,,,,,,0,"We offer tickets Everton vs. Newcastle United at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,151
Everton,Manchester City,Goodison Park,Premier League,13-5-2023,15:00,0,0,8,215,8,185,,,,,,0,"We offer tickets Everton vs. Manchester City at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,152
Everton,AFC Bournemouth,Goodison Park,Premier League,28-5-2023,16:00,0,0,8,185,8,155,,,,,,0,"We offer tickets Everton vs. AFC Bournemouth at Goodison Park. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,153
Fulham,Liverpool,Craven Cottage,Premier League,6-8-2022,12:30,1,0,1,295,1,265,,,,,,0,"We offer tickets Fulham vs. Liverpool at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,154
Fulham,Brentford,Craven Cottage,Premier League,20-8-2022,15:00,1,0,7,100,7,85,,,,,,0,"We offer tickets Fulham vs. Brentford at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,155
Fulham,Brighton & Hove Albion,Craven Cottage,Premier League,30-8-2022,19:30,1,0,4,115,4,95,,,,,,0,"We offer tickets Fulham vs. Brighton & Hove Albion at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,156
Fulham,Chelsea,Craven Cottage,Premier League,10-9-2022,12:30,1,0,8,0,8,155,,,,,,0,"We offer tickets Fulham vs. Chelsea at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,157
Fulham,Newcastle United,Craven Cottage,Premier League,1-10-2022,15:00,1,0,8,195,8,145,,,,,,0,"We offer tickets Fulham vs. Newcastle United at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,158
Fulham,AFC Bournemouth,Craven Cottage,Premier League,15-10-2022,15:00,1,0,8,205,8,155,,,,,,0,"We offer tickets Fulham vs. AFC Bournemouth at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,159
Fulham,Aston Villa,Craven Cottage,Premier League,20-10-2022,19:30,1,0,8,205,8,165,,,,,,0,"We offer tickets Fulham vs. Aston Villa at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,160
Fulham,Everton,Craven Cottage,Premier League,29-10-2022,17:30,1,0,7,0,7,0,,,,,,0,"We offer tickets Fulham vs. Everton at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,161
Fulham,Manchester United,Craven Cottage,Premier League,13-11-2022,16:30,1,0,8,275,8,225,,,,,,0,"We offer tickets Fulham vs. Manchester United at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,162
Fulham,Southampton,Craven Cottage,Premier League,31-12-2022,15:00,1,0,8,145,8,115,,,,,,0,"We offer tickets Fulham vs. Southampton at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,163
Fulham,Tottenham Hotspur,Craven Cottage,Premier League,23-1-2023,20:00,1,0,8,225,8,185,,,,,,0,"We offer tickets Fulham vs. Tottenham Hotspur at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,164
Fulham,Nottingham Forest,Craven Cottage,Premier League,11-2-2023,15:00,0,0,8,145,8,115,,,,,,0,"We offer tickets Fulham vs. Nottingham Forest at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,165
Fulham,Wolverhampton Wanderers,Craven Cottage,Premier League,25-2-2023,15:00,0,0,8,145,8,115,,,,,,0,"We offer tickets Fulham vs. Wolverhampton Wanderers at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,166
Fulham,Arsenal,Craven Cottage,Premier League,11-3-2023,15:00,0,0,8,275,8,235,,,,,,0,"We offer tickets Fulham vs. Arsenal at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,167
Fulham,West Ham United,Craven Cottage,Premier League,8-4-2023,15:00,0,0,8,175,8,135,,,,,,0,"We offer tickets Fulham vs. West Ham United at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,168
Fulham,Leeds United,Craven Cottage,Premier League,22-4-2023,15:00,0,0,8,175,8,135,,,,,,0,"We offer tickets Fulham vs. Leeds United at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,169
Fulham,Manchester City,Craven Cottage,Premier League,29-4-2023,15:00,0,0,8,255,8,195,,,,,,0,"We offer tickets Fulham vs. Manchester City at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,170
Fulham,Leicester City,Craven Cottage,Premier League,6-5-2023,15:00,0,0,8,205,8,155,,,,,,0,"We offer tickets Fulham vs. Leicester City at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,171
Fulham,Crystal Palace,Craven Cottage,Premier League,20-5-2023,15:00,0,0,8,265,8,225,,,,,,0,"We offer tickets Fulham vs. Crystal Palace at Craven Cottage. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,172
Liverpool,Crystal Palace,Anfield,Premier League,15-8-2022,20:00,1,0,8,325,8,275,8,255,8,355,,0,"We offer tickets Liverpool vs. Crystal Palace at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,173
Liverpool,AFC Bournemouth,Anfield,Premier League,27-8-2022,15:00,1,0,8,155,8,135,8,125,8,185,,0,"We offer tickets Liverpool vs. AFC Bournemouth at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,174
Liverpool,Newcastle United,Anfield,Premier League,31-8-2022,20:00,1,0,8,145,8,135,8,125,8,0,,0,"We offer tickets Liverpool vs. Newcastle United at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,175
Liverpool,Wolverhampton Wanderers,Anfield,Premier League,10-9-2022,15:00,1,0,8,325,8,295,8,265,6,315,,0,"We offer tickets Liverpool vs. Wolverhampton Wanderers at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,176
Liverpool,Brighton & Hove Albion,Anfield,Premier League,1-10-2022,15:00,1,0,8,325,8,295,8,265,7,325,,0,"We offer tickets Liverpool vs. Brighton & Hove Albion at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,177
Liverpool,Manchester City,Anfield,Premier League,16-10-2022,16:30,1,0,5,495,5,455,5,425,3,495,,0,"We offer tickets Liverpool vs. Manchester City at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,178
Liverpool,West Ham United,Anfield,Premier League,19-10-2022,19:30,1,0,8,305,8,275,8,255,7,285,,0,"We offer tickets Liverpool vs. West Ham United at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,179
Liverpool,Leeds United,Anfield,Premier League,29-10-2022,19:45,1,0,8,0,8,0,8,0,7,0,,0,"We offer tickets Liverpool vs. Leeds United at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,180
Liverpool,Southampton,Anfield,Premier League,12-11-2022,15:00,1,0,8,535,8,445,8,385,3,425,,0,"We offer tickets Liverpool vs. Southampton at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,181
Liverpool,Leicester City,Anfield,Premier League,30-12-2022,20:00,1,0,8,525,8,415,8,375,7,515,,0,"We offer tickets Liverpool vs. Leicester City at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,182
Liverpool,Chelsea,Anfield,Premier League,21-1-2023,12:30,1,0,8,495,8,435,8,395,8,465,,0,"We offer tickets Liverpool vs. Chelsea at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,183
Liverpool,Everton,Anfield,Premier League,11-2-2023,15:00,0,0,8,515,8,465,8,435,8,495,,0,"We offer tickets Liverpool vs. Everton at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,184
